"Z_KASSE_ID";"Z_ERSTELLUNG";"Z_NR";"BON_ID";"ZAHLART_TYP";"ZAHLART_NAME";"ZAHLWAEH_CODE";"ZAHLWAEH_BETRAG";"BASISWAEH_BETRAG"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"257ea6d2-c1aa-4867-a86c-3592f595e06d";"Unbar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eca88782-1ae4-4676-89c4-315106ce3184";"Unbar";;"EUR";;"14.85"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"eae1db88-78a4-4af7-905d-98bdff4e0d87";"Unbar";;"EUR";;"57.75"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"d1f0722c-09e8-4827-b626-d0f3bf2fdbc3";"Unbar";;"EUR";;"19.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"f55d79bd-6ad9-4e3f-aa23-d5f58eb299d7";"Unbar";;"EUR";;"35.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"7342c7c2-7487-4e12-a826-78a842c53df2";"Unbar";;"EUR";;"22.70"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"6dce0358-6211-4064-be54-1f55fbc6b075";"Unbar";;"EUR";;"10.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"765ecb0b-f039-4a36-a0fc-0a34c0064b62";"Unbar";;"EUR";;"19.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"65ba3e3a-6965-4d23-9ec1-a14a7054ce72";"Unbar";;"EUR";;"16.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"23c74578-2083-4c3e-b311-a1e5a0fffd0e";"Unbar";;"EUR";;"20.35"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"23c74578-2083-4c3e-b311-a1e5a0fffd0e";"Unbar";;"EUR";;"18.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"ab82bf08-0ee7-445a-8923-5e5ec45004d2";"Unbar";;"EUR";;"11.00"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"a624d721-d898-4a51-a46b-c7e2e0059c53";"Unbar";;"EUR";;"7.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"30f8cf56-786d-46c8-8099-56c9275f7cd0";"Unbar";;"EUR";;"19.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"b8f28d04-81f8-45bd-abed-3445e06388b8";"Unbar";;"EUR";;"15.50"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"1c4f2876-913a-432c-9ea0-81d609edaead";"Unbar";;"EUR";;"30.14"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"1c4f2876-913a-432c-9ea0-81d609edaead";"Unbar";;"EUR";;"27.40"
"2b4b2631-1e69-4529-bfc0-879270663a14";"2025-06-13T18:16:41Z";"38";"61b0ac6a-2421-4f93-b47b-694a31c7e931";"Unbar";;"EUR";;"23.20"
